BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 10,197.31797958126245,49.712491299136104,1085.7377891436024,3.1504352496861685,10.49651323852584,3.607447169222068,24.666806110535724,0.7231087517604522,5.1929769351152215
,Point 14,127.63877655900133,0.21796197153159377,1073.9441324397703,0.07439639202455224,17.548599026683437,0.08961558049400517,41.239207712706076,0.8692635439628991,3.132854634169939
,Point 20,193.13682025619636,28.289183691403426,1084.3622175866437,1.7166190124606793,10.10728855361175,1.9030721249319642,23.752128100987616,0.9321759367171583,6.368786540836164
,Point 28,115.05481156570332,25.21941609156329,1080.377718554612,3.8800349692401235,14.370902171014052,5.723276557613333,33.77162010188302,0.5972636553756204,3.2700053893900325
,Point 35,218.49376854470398,23.004612273815766,1084.068368377262,1.5631165814408103,12.38986805510093,1.9920287582254026,29.116189929487188,0.8503723462801637,4.96425302983783
,Point 46,163.84404734368638,27.789809682227915,1090.4923324189444,4.386118521654374,12.97610232326967,4.729868659717111,30.493840459683724,0.5506597291134243,4.648827843694876
