BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 31,328.9193878313052,129.90182477394018,1089.4226823597548,9.326415415071487,13.199896468833519,10.603595586853245,31.01975670175877,0.6433650666577824,3.064295625958567
