BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 48,284.9956026354743,20.474915742047656,1080.3179634637465,1.1125439254690133,12.972941182732132,1.484413062584162,30.48641177942051,0.5598144167778116,6.938764254314473
,Point 51,223.53821333041327,42.087625571123134,1081.7917815342014,6.471312884350169,22.513357914869918,15.84079546207135,52.90639109994431,0.5524078931667264,6.460411400061755
,Point 53,245.9115287313882,84.59932876936564,1084.651650681106,3.501326826946159,8.783624695027605,3.6340266905805567,20.641518033314874,0.8061820237315064,6.281459407075064
,Point 55,250.0,0.0,1090.0,0.0,15.0,0.0,35.25,0.6285659782290275,7.096091964334599
,Point 56,260.0,0.0,1090.0,0.0,24.0,0.0,56.400000000000006,0.6727140005926389,7.3905890410859065
,Point 58,190.0,0.0,1095.0,0.0,13.0,0.0,30.55,0.3660395786569066,5.617666406765265
,Point 59,206.91428102455086,6.157260849867596,1077.7758858269772,0.5777989358408165,14.074199701587592,0.7808466113299561,33.07436929873084,0.9699397274379661,5.199692656425207
,Point 61,210.0,0.0,1092.0,0.0,15.0,0.0,35.25,0.7071717522222092,6.1825054023267985
,Point 67,234.40799553439354,56.946648169326096,1087.7921492581252,3.916483811709672,11.710937473294411,4.653167802977484,27.520703062241868,0.6989023236715088,6.5502535418517605
,Point 69,237.26287348840745,123.66798733726918,1077.3017773767506,6.899879138757029,10.822565181060225,8.050978832461043,25.43302817549153,0.6736664618761072,6.845875459906124
,Point 73,222.11742548825598,13.70868946212887,1079.707867150934,0.7017440870018813,9.858632142630041,0.7657854750723561,23.1677855351806,0.9856409516005535,6.367132126276904
,Point 74,204.75772335512653,32.44425459187655,1082.5407159184892,2.677930713949451,14.02951456086229,3.8858727694817743,32.96935921802638,0.5452370850247564,5.540075355063031
,Point 75,170.0,0.0,1095.0,0.0,16.0,0.0,37.6,0.6971328045000337,4.112737444490991
,Point 76,200.93615717177317,0.0,1088.0,0.0,20.0,0.0,47.0,0.6094531268849159,5.3445168167570225
,Point 80,243.02666110173968,42.07096753912856,1088.315180804069,2.5163581452672346,10.842467990245607,2.943176525069173,25.47979977707718,0.5803491103154325,6.407093687356222
,Point 82,229.48708446244314,24.37538983380761,1088.361393916748,3.546511378518085,16.643165918426398,4.592839988627444,39.11143990830204,0.7185581447725391,5.0531362678302205
,Point 85,250.0,0.0,1084.7601730641563,0.0,15.0,0.0,35.25,0.4323200455895174,6.19931961220674
,Point 86,495.58407570507273,3.3799314732612675,1090.5618114519068,0.10138122565379588,10.00092381282224,0.11778676497112944,23.502170960132265,0.9278345916885076,13.823157169776257
,Point 89,260.0,0.0,1085.879320828459,0.0,15.227009616157074,0.0,35.78347259796913,0.4683517399908982,6.6641163707916
,Point 90,129.29580394255015,38.052875657724606,1085.5150490694496,6.8935829937062545,15.99152422868726,10.404579423485,37.58008193741506,0.7565729636842756,3.2561909014028183
,Point 91,209.43989587601766,18.511952367833377,1088.8923450673292,1.9159059773764746,13.013333263771878,2.2297140321175526,30.581333169863914,0.9646148144706604,4.51615367231739
,Point 93,210.567103507083,10.427021246897345,1081.395463059428,0.5876312071122314,10.345719480758772,0.6542799311621962,24.312440779783117,0.9893871880633024,4.99768825233336
,Point 94,218.23956382542622,51.624357237413975,1082.8503080108846,3.58055387054213,12.818585731574831,4.738278917788865,30.123676469200856,0.71436478507555,6.319826107235296
,Point 95,261.04681379846494,62.92211031613547,1089.7586681520452,14.968085121751878,20.890450720226593,19.890763565375238,49.09255919253249,0.6239968542023018,5.879100940549417
,Point 98,313.0062334639132,55.58372524275754,1094.3661314191909,5.811797943015112,10.503544021877884,5.345840912123978,24.68332845141303,0.8668863834036677,6.878378385744673
,Point 99,320.0,0.0,1090.0,0.0,17.0,0.0,39.95,0.6458313673095973,8.692040994233876
