Point,Height,Mean,Sigma,FWHM,R^2,SNR
0.0,-525.9184796295431,864.8482855007213,54.76111369133155,128.68861717462914,-4.727270499640663,-38.308434191901455
1.0,-416.4722304835914,875.1562070251094,57.25575820697433,134.55103178638967,-6.219841402713328,-30.336258664029742
2.0,-719.4828278712185,869.6279944079769,54.77730304177057,128.72666214816084,-4.8460913244986425,-52.407857170416584
3.0,-532.0880567589287,868.0803218488209,56.00334954881466,131.60787143971447,-5.350595778280968,-38.757832432517404
4.0,-345.97348689406505,870.5448462673254,54.44637958479492,127.94899202426807,-0.9294042766688846,-25.201058848816036
5.0,-419.1363902206154,883.1330486030364,59.711996885967515,140.32319268202366,-3.699998520191344,-30.53031875492898
6.0,-392.04354403568783,872.2881655244009,58.67705951270415,137.89108985485476,-0.7032597057441554,-28.55684842569147
7.0,-196.65328067388708,863.2563306716462,54.66740678824057,128.46840595236534,-1.179833615929493,-14.324423942326026
8.0,-26.941283176351075,829.718182392035,1.476156601759244,3.4689680141342234,-inf,-1.9624303263380722
9.0,4.555088884874844,833.6845996674352,-0.3244833874865191,-0.76253596059332,,0.3317972833116767
10.0,-157.9022759840711,833.2342587014041,2.4719386509408605,5.809055829711022,-inf,-11.501761551615674
11.0,-104.70753699745048,817.1225595525254,-35.925666242542185,-84.42531566997414,,-7.6270029402435044
12.0,-249.32070508181465,813.6868609423884,-57.76856662604275,-135.75613157120046,,-18.160772426237905
13.0,-221.77346775887204,850.5151416744415,-89.89813128633295,-211.26060852288245,,-16.154203786744603
14.0,-124.99638944439693,858.4016109514371,-88.92254472519883,-208.96798010421728,,-9.104863481178537
15.0,-90.64436829010701,877.1739059173424,71.76160131083084,168.63976308045247,0.06072910636215634,-6.602627502182529
16.0,-95.27870829243157,831.0642700131425,1.5470528026056833,3.635574086123356,-inf,-6.940197517077237
17.0,-70.02341989447217,833.84983411025,61.94644544065716,145.57414678554431,0.20609198283116326,-5.100576756323174
18.0,678.6840924222339,-17472.84065879233,8828.94361408097,20748.01749309028,-245.1956793219185,49.436035999270146
19.0,317.1887016803674,746.4239399700149,72.9168207235635,171.35452870037423,-2.236714061874052,23.10434596878243
21.0,43.19756841698391,829.5131552952321,0.16377471850904524,0.3848705884962563,-inf,3.146554591726558
22.0,-68.31029418034235,818.8340711530866,-0.47429126063953037,-1.1145844625028964,,-4.975790945928331
23.0,-209.96948683785044,765.1831166408308,32.92747906379379,77.37957579991541,-0.5463243635065849,-15.294389872934348
24.0,-70.83800845518215,829.9982861568506,0.8515810211305269,2.001215399656738,-inf,-5.1599122113036024
25.0,-194.96977293869014,889.6023895324024,39.138929286499945,91.97648382327488,0.14595098111155935,-14.201795535484766
26.0,-163.2214921660774,805.6801596412569,-66.647904436361,-156.62257542544836,,-11.889218640410922
27.0,-55.4021406957996,831.4344710462508,-0.24605841742794965,-0.5782372809556817,,-4.035547985365529
28.0,-140.4066851739834,854.8171199024542,-82.37632113021469,-193.58435465600454,,-10.227365014591932
29.0,17.871666960662893,830.1153750583617,-0.021220558545847368,-0.04986831258274132,,1.301790304353616
30.0,32.93530903011048,829.5996323328845,1.0748879255694916,2.5259866250883056,-inf,2.3990412344108285
31.0,-51.41186939013871,829.5871159831441,-0.6747739145405829,-1.5857186991703698,,-3.744892586018432
32.0,-78.37321729302384,846.623436879572,-90.42935190787917,-212.50897698351605,,-5.708784447339169
33.0,-130.11520902765642,829.5739679342493,-1.0301370743858707,-2.4208221248067963,,-9.477723478955458
34.0,-162.6151030258796,829.0132065044478,-76.82192620446497,-180.53152658049268,,-11.845048641881274
