Point,Height,Mean,Sigma,FWHM,R^2,SNR
0.0,329.53288800777045,844.7901776695271,2.482912661186677,5.834844753788691,-inf,24.003508990985015
1.0,19.680216028498094,830.3148496975367,1.2354264258568146,2.9032521007635146,-inf,1.4335268483837713
2.0,48.0607084830433,818.0899477288629,8.262100892553413,19.41593709750052,-3.663256660162588,3.5007906347685602
3.0,186.97991156522826,843.9708764096982,2.950607014876439,6.933926484959632,0.9999999937288633,13.619805948727363
5.0,80.68038357699847,990.6640944471549,96.06689623209182,225.75720614541578,-0.09721255045195654,5.876840773904597
6.0,-101.5587100757358,839.8190940848423,7.429133907880602,17.458464683519416,0.982970617341797,-7.397639201214665
7.0,0.0,0.0,0.0,0.0,,0.0
8.0,-69.83844096286624,829.9704236086625,0.5820732203239032,1.3678720677611724,-inf,-5.087102703779317
9.0,367.79215487292345,834.3630278302828,2.5088853005320884,5.895880456250408,-inf,26.790352700995957
12.0,2089.2802517706177,846.854086887045,6.111842299707336,14.362829404312238,0.999980696667481,152.1852875178908
13.0,79.46211324656983,821.6280935234392,5.524146501947612,12.981744279576889,0.99945411383625,5.788100730363921
14.0,147.84718164011974,834.0180459571379,2.6801951809866327,6.298458675318587,-inf,10.769338305640456
15.0,95.00318658095372,828.8712200896659,1.593987268992606,3.7458700821326243,-inf,6.920128236834367
16.0,-94.27833540350186,829.5848009289084,-0.6427345665055391,-1.5104262312880168,,-6.867329343648684
17.0,61.62260256360521,831.3992319082698,1.5414803924839564,3.6224789223372977,-inf,4.4886527218142644
18.0,0.0,0.0,0.0,0.0,,0.0
19.0,60.71992592185591,839.0680499844254,1.4499485183950023,3.4073790182282555,-inf,4.422900841881508
20.0,39.13928308269877,826.2995408139597,11.015866441990452,25.887286138677563,-2.011359015332973,2.850944981716406
21.0,60.921392170382184,825.776855221645,5.8888169490702404,13.838719830315066,0.9818472644550404,4.4375758472720666
22.0,-63.12941350719582,829.5156642974049,1.3499340567758815,3.172345033423322,-inf,-4.598410355569287
23.0,74.96662942434482,830.5864082926578,5.329795469152037,12.525019352507288,0.9992272553630847,5.460645140125349
24.0,80.79161272968861,839.8156390317425,7.493356085729284,17.609386801463817,0.9521448552002082,5.884942817930607
25.0,-75.7436461732799,839.7021347352323,12.593976845040599,29.59584558584541,0.9475182023769506,-5.517243826320122
26.0,33.17596728024825,800.0164745241711,-1.3337970163035686,-3.1344229883133865,,2.416571024854083
27.0,164.7658261053148,816.3311899920682,2.3376326875330435,5.493436815702653,-inf,12.001709487135434
28.0,-196.84863300320384,834.8892494904266,2.4294855065307366,5.709290940347231,-inf,-14.33865360365517
31.0,-100.80137410949115,841.6327026650473,8.648026109068656,20.322861356311343,0.935420588378896,-7.342474083144504
32.0,-53.697022982697355,837.5574240678782,9.0086204344917,21.170258021055496,0.6084719992129839,-3.911345485868203
33.0,109.93558100320365,818.0355949697195,6.986814593967598,16.419014295823857,0.9982095176379684,8.007818955470496
34.0,-28.042407747616416,826.8851006375731,5.640634782790904,13.255491739558623,0.9861003376057322,-2.0426373542506817
35.0,156.01314878799909,825.2407019391904,2.5880192324225706,6.081845196193041,-inf,11.364155615194058
36.0,388.14937457341506,824.3585178926063,2.4736005359277935,5.812961259430315,-inf,28.273193181854683
37.0,-219.0288828977413,834.6065675908502,2.5473890462405318,5.98636425866525,0.999999913755994,-15.954285448429554
39.0,253.60198694481494,801.8686940891016,128.067065453414,300.9576038155229,-0.009369677992434378,18.472625329032375
42.0,342.05867164349206,825.5220293464926,2.291856477015347,5.385862720986065,-inf,24.91589974486961
43.0,73.15011542412189,834.6967480511092,27.760997698159,65.23834459067365,0.3619223918517288,5.328328422360982
44.0,62.12712860217754,819.7980452095,17.540628397570604,41.22047673429092,0.19032503441980242,4.5254029089542245
45.0,-54.74307844309907,829.2638209692825,1.255394620581381,2.9501773583662456,-inf,-3.9875412240253896
46.0,156.68464318984132,826.1917909092638,2.3570452472829553,5.539056331114945,-inf,11.413067946856795
47.0,56.52569905116449,872.6667810582352,41.278727615482424,97.0050098963837,0.10149291226456902,4.117389112810938
48.0,-22.23002962397473,843.1563756924163,38.05033447502598,89.41828601631104,0.018117943790088353,-1.6192578506348
49.0,43.92369798354325,838.8932383470323,-1.0920555819779407,-2.566330617648161,,3.199446604068331
50.0,-15.667487645040941,829.8020899656493,-1.5547797201686728,-3.6537323423963812,,-1.1412356527674377
51.0,-58.9670858322391,815.3664640401719,8.532132986285601,20.050512517771164,0.9699185823320079,-4.295222196192328
52.0,-150.81032824004095,824.417342658891,2.4337752074557515,5.7193717375210165,-inf,-10.985176902154496
53.0,165.25397912910586,814.854972541476,-2.664952686534319,-6.26263881335565,,12.037267047312156
54.0,110.05587993534785,839.8850184201192,0.8022858093115,1.885371651882025,-inf,8.01658165140894
55.0,-50.836110757149925,835.6257786022737,15.598803958357037,36.65718930213904,0.46515369835241827,-3.702953744626499
56.0,278.5286620633255,854.5577042990793,2.5625483783807335,6.021988689194724,-inf,20.288309566013368
57.0,45.20899621608219,829.6714068568406,0.4481956804958888,1.0532598491653387,-inf,3.293069027819001
58.0,148.28929899356427,823.5583395829951,2.4008637407616527,5.642029790789884,-inf,10.801542581009251
59.0,306.52908567626463,789.0088611131428,185.83818862835193,436.71974327662707,-0.011009153333023436,22.3278887534137
60.0,130.70130744532966,823.6366330564106,2.5602104947474835,6.016494662656586,-inf,9.520415480725825
61.0,-261.2011048452372,834.3028371197822,2.50769027119423,5.893072137306441,-inf,-19.02615276585088
62.0,-102.56497576068055,859.6965909489196,6.833995188106052,16.059888692049224,0.9675835777273554,-7.470936611867412
63.0,6.827511013689129,829.5396123126419,0.5514698420531472,1.295954128824896,-inf,0.49732281046033805
64.0,-112.00443097128053,833.5893581137844,2.3488779429579068,5.519863165951081,-inf,-8.158516080452332
65.0,0.0,0.0,0.0,0.0,,0.0
66.0,-213.4947656348204,853.5931936026526,-2.4261961091307898,-5.701560856457356,,-15.551174747458926
67.0,-246.51501920736837,834.884197250228,2.4412715073804936,5.73698804234416,-inf,-17.956403428289626
68.0,-56.15723555538185,829.4315731398444,-1.2315361244503504,-2.8941098924583235,,-4.0905498589588
69.0,-539.0891139633742,882.4271594032986,-2.4977027607275666,-5.869601487709781,,-39.26779652311022
70.0,-76.44297865255156,825.9711226674704,21.49934938996036,50.52347106640685,0.254435289799402,-5.568183911709989
71.0,216.34213787417093,779.7681087887244,-5.597427291925567,-13.153954136025083,,15.758580222405996
72.0,199.94239005138047,880.9775810432992,5.4728008449510215,12.8610819856349,0.9998572510753545,14.564005997374608
73.0,70.452793632151,823.2089864195462,7.068986725219349,16.61211880426547,0.2840443449989384,5.1318527738253295
75.0,104.24789798072635,829.2645655899025,5.484912933326576,12.889545393317453,0.9998866331767312,7.593522369192627
76.0,0.0,0.0,0.0,0.0,,0.0
77.0,87.24050564262704,815.2418695666347,2.6538400415683276,6.23652409768557,-inf,6.354686702838286
78.0,115.42436627601279,844.424223209578,-2.585704752306356,-6.076406167919937,,8.407627628413493
79.0,181.51614826536044,824.253951774693,2.5401411616640073,5.969331729910417,-inf,13.221819901611182
80.0,268.9993296222201,834.7074029944808,2.4475891847003446,5.75183458404581,-inf,19.594183349018707
81.0,-230.77778444078137,834.1965153839403,2.2063418877346095,5.184903436176333,,-16.81008732461713
82.0,68.78959697690206,625.2124993698219,170.5049570739982,400.6866491238958,0.007248130439279743,5.010703846598671
85.0,142.79762260261882,818.1177719440823,81.77606755734338,192.17375875975696,0.14054803635465418,10.401523316095908
87.0,148.44330382569308,817.6548668144524,6.432583947028784,15.116572275517644,0.9823998338305235,10.81276044880693
88.0,-61.02275139043875,829.9622488350392,1.0545034694066637,2.47808315310566,-inf,-4.4449589554184366
89.0,37.75320004228343,829.6007668687965,1.0358799727441803,2.434317935948824,-inf,2.749981290583772
90.0,-83.93770318020319,854.6558423777395,26.27631406760661,61.74933805887554,0.11196328094083419,-6.11410722962841
91.0,127.03748788082144,834.7689549517193,2.46440689003344,5.7913561915785845,-inf,9.253539156515217
93.0,-178.4626342148141,833.2327071814311,2.2130055908650443,5.200563138532854,-inf,-12.999398848557869
95.0,84.35827802830933,853.5614427650465,22.92469230495719,53.8730269166494,0.37909504162034047,6.144742327111184
96.0,67.27276122085043,832.9157753724501,17.522050161059244,41.176817878489224,0.225024756702762,4.900215995360664
98.0,87.52473474051143,804.5525415515017,18.71753106897501,43.98619801209127,0.08787941882471861,6.375390237917331
99.0,234.58803957374076,814.6794105819253,2.5290600731333464,5.943291171863364,0.9999402586792037,17.08763016380039
