BLANK,Denied Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 0,660.8527013399842,112912092.914245,1090.9878998852018,46038.81045052069,2.452754611173767,110132.40797321367,5.763973336258352,-inf,17.36037430267684
,Point 1,147.74161147958642,41.01262873251131,1086.015919080459,2.570592570551902,6.348288422729538,1.8881748949009902,14.918477793414414,0.9965837871518856,3.8812323094006467
,Point 3,2895.987126237698,305457.88471274736,1258.4146198624203,7055.022307334444,76.24000326834526,1542.6959275978172,179.16400768061138,-1020.9646674952228,63.6117002239236
,Point 4,229.45006169871357,15.890549808573457,1083.6977729901728,0.563923563750893,7.3248133474268675,0.6067940782745119,17.21331136645314,0.9961977720886955,5.7137756701802305
,Point 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 8,188.64172343568782,62.6689357767065,1066.8966423569325,16.401708226076394,11.51284877772246,12.062741194421607,27.055194627647783,0.7198422731450137,5.023455544492809
,Point 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 17,951.6612702604892,374437128.42846644,1091.6369353134835,28224.636124010118,2.463497035300954,253688.60220290572,5.789218032957242,-inf,24.249266210878016
,Point 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 30,152.13699587844297,8.866661508068576,1074.854637964024,5.051339307052178,26.18062394227322,8.668220136747042,61.52446626434207,0.19031011000204667,4.0637739644402275
,Point 31,455.85433727907,972865293.2251587,1091.0471374936733,458407.7793807679,2.316329919777564,1169275.3287269906,5.443375311477276,-inf,11.097112613667205
,Point 32,201.76062223539108,8342.063442238445,1231.9991410957568,9940.017602665916,133.87391489715395,4443.729070794408,314.6037000083118,-4.449264925950337,5.148431405779435
,Point 33,232.07946335195152,58.182846424533224,1090.166426193612,6.121303265496043,12.8703473893971,6.717022658670852,30.245316365083188,0.43266540888399163,6.016832385804735
,Point 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 35,159.00313974710988,51.03761655564954,1088.3762135326551,2.7329805383439676,4.543729657327158,1.8736759719199743,10.677764694718821,0.9999999984939673,3.6126056294453095
,Point 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 38,167.96979392609055,96.0904658397191,1091.8751005289857,3.2095274952325106,6.839065934172432,6.3436069912721065,16.071804945305214,0.9974584147819421,4.270959615544947
,Point 40,261.55617763087247,24.418873855776777,1078.0502267738802,0.8607639370814613,5.996208106174368,0.6195914823995486,14.091089049509765,0.9997739897520473,7.844912295957537
,Point 47,789.2420279452454,153393876.50187984,1091.0720775366872,42732.074999775454,2.4290960420440717,121166.81828754465,5.708375698803569,-inf,23.462283294472016
,Point 48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 54,172.48996704768015,44.32058632482164,1085.2646134156437,4.825585447719491,14.120976422691324,6.676645116088628,33.184294593324616,0.391083834083515,3.641732292037958
,Point 55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Point 56,1269.4314250227096,627352244.5929224,1091.377675094505,29421.529359882734,2.370142432097029,284687.7203872326,5.5698347154280174,-inf,36.08402299301117
,Point 66,149.66083155997453,77.68807660000992,1064.7604165311463,136.32746547942054,41.649083387814,168.1050720519189,97.87534596136291,0.047870109783682224,3.9316103772579707
,Point 67,242.32137343302827,160.03000978881522,1083.9786373613429,4.249885566090283,5.672042781408192,4.637771178702816,13.329300536309251,0.9851612271954443,6.771383505829197
,Point 68,196.23951664899568,77.32272152365054,1090.5157284011796,1.855912425869596,6.190972680100117,3.288566020329459,14.548785798235276,0.9999591440672709,5.159791045511414
,Point 70,180.05265636543402,60.551389239215176,1080.1904662264503,3.3320808696008735,8.695430703204504,3.5071526476952055,20.434262152530586,0.798627115488647,3.9588917640466295
