BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 2,202.13478328943967,25.468028912776774,1082.3306849779665,2.7882697359516024,17.041859485392635,4.999856228919756,40.048369790672695,0.9582601293864577,5.262823040041721
,Point 5,280.16078679953165,4.967237300502465,1080.4800671947514,0.20138417234275474,9.895046611399225,0.2195290937965567,23.25335953678818,0.9988218785787136,7.554261231593763
,Point 7,159.51394896714902,48.24672502503707,1082.4166628492828,3.7077137100010753,10.66620287920526,4.208683607226563,25.065576766132363,0.685653584831333,4.349714465215677
,Point 10,148.64005951975597,38.39264343545502,1089.9256160414436,13.933137521920056,19.275379100559444,17.365011290587603,45.29714088631469,0.8220148790292681,3.911880723481447
,Point 11,171.3133756312538,40.66870511405401,1086.1693139724125,4.6804404332271385,14.035195894137196,6.247464875404545,32.982710351222416,0.7321741816796313,4.909906984200401
,Point 12,227.73723961225392,0.0,1085.0,0.0,25.588934371501672,0.0,60.13399577302893,0.672037422863871,5.519640050709869
,Point 13,327.99583551442436,9.447103341530939,1081.5995783404771,0.3184398931014901,9.676688088732918,0.3435958213781331,22.740217008522357,0.9970037937623292,9.55340781482129
,Point 14,237.573316872993,62.30270259701916,1076.7074725634864,3.9443420206507867,11.582570347372647,4.721575057321066,27.21904031632572,0.7944005903010852,5.831164218160874
,Point 15,211.14327652012665,66.68256216834841,1083.8715172669304,5.385665578370855,13.806708830853106,7.566538716871199,32.4457657525048,0.5002441797712733,5.914786048987132
,Point 16,312.4396386691511,0.0,1090.0,0.0,14.0,0.0,32.9,0.5862043370245006,8.177465543646292
,Point 19,270.0,0.0,1090.0,0.0,16.0,0.0,37.6,0.5944782331791741,7.134230582006385
,Point 20,220.465302780349,97.03827423745265,1086.741070529207,13.188391062532926,17.242444824931614,19.55381727720899,40.519745338589296,0.5269095330570122,7.269957386718493
,Point 21,187.4412933420431,0.8712375616479892,1084.686957768353,0.06439655574031998,11.598879083960606,0.07789399594122537,27.257365847307426,0.39319777995596195,4.578170680228232
,Point 23,274.37801032191567,15.520205625821728,1085.9914975731854,1.2354594077723864,15.01986461160608,1.7374435290223045,35.29668183727429,0.09310488473985279,7.568733756529146
,Point 26,170.26703705272686,31.641043438221494,1091.977730196009,6.957930672789721,14.14342881130142,6.8356344437933005,33.23705770655834,0.8975225159080031,4.5341465979402
,Point 28,174.85525707695413,49.54386287702119,1081.446597746079,3.121943925182883,9.644370483266227,3.3647972394114105,22.664270635675635,0.7829876464918295,4.969610790056352
,Point 29,317.301446122105,56.03616307034238,1086.623967394752,2.51552992704829,11.298782536241886,2.9902599263577287,26.55213896016843,0.9286718761268278,7.396451689993541
,Point 37,205.33817813752228,52.76025274169457,1072.832513669132,9.942381805476575,15.473913522920043,10.597951658407663,36.3636967788621,0.780615076686579,5.86546372975506
,Point 39,223.38111121855053,50.70525613028519,1092.70044603848,10.568897222988923,15.135712863017494,9.935056158493806,35.56892522809111,0.799147257079304,5.297493560972555
,Point 41,153.09147343065,54.72241327734541,1081.512651464352,3.6578113163569053,9.021827938212757,3.895615702460756,21.20129565479998,0.730923798274502,4.17400715445067
,Point 42,269.00002601981345,24.733660720715722,1084.3221982667833,1.454896286552288,12.93106637232568,1.9159842152741335,30.388005974965346,-0.7570224055943489,6.7849755899375905
,Point 43,240.06389818957504,10.641074653731375,1087.4872092347564,0.9976566522555488,14.229530739430368,1.266705369725807,33.43939723766137,0.8713916626192543,6.912222768047451
,Point 44,219.9662409706892,65.25841101043474,1088.0541533238404,5.122796800901301,12.03410997983276,6.081090887941356,28.280158452606987,0.7701093629777548,4.711641068224799
,Point 45,221.6431560026097,26.097858896971815,1082.9186684813121,1.7243431900156398,12.464602715464382,2.2220815400489426,29.2918163813413,0.910552076800581,4.828247007123798
,Point 46,266.9673125790503,51.477196304486625,1091.5226486547115,3.7655867565484415,10.688947405738135,4.116568671335781,25.119026403484618,0.9372566366096015,7.57479503341692
,Point 50,292.38008938211453,34.14731844340525,1093.058035526405,2.9899520353544595,10.716671342482174,2.9986186017667116,25.18417765483311,0.7055649086137765,7.477320816410336
,Point 51,198.22222802837905,60.86550260974223,1070.7277874128158,15.662537323141652,15.699775217693125,14.567623795862762,36.89447176157884,0.5474337760640624,5.72876164044186
,Point 52,279.1510166453509,46.172858491896044,1093.0828219076238,4.342177449834075,10.824713515457637,4.3235224446033556,25.438076761325448,0.9740815608822092,7.015123646679659
,Point 57,197.4887723524439,15.396298413786585,1084.0079953420125,0.9726124869928808,10.729961420597327,1.1144984241496514,25.21540933840372,0.971891417242583,5.443186763403981
,Point 58,210.0,0.0,1090.0,0.0,14.0,0.0,32.9,0.723804945155732,6.208999712740556
,Point 59,148.13124376393253,23.44555932380646,1085.3643684391416,3.8251721173362108,16.401302775644254,5.941362441606864,38.543061522764,0.5475006207359742,3.722492892093136
,Point 60,237.48172494105853,28.092310813055075,1098.154233158911,8.056510971103165,18.010828156592403,5.647428378713866,42.32544616799215,0.7551157135479049,5.466501918135265
,Point 61,222.39721650024234,50.55265527939875,1073.5465601905546,9.457562016767008,16.749007700231356,10.84397307736913,39.36016809554369,0.5220044011035196,6.54748567845329
,Point 62,242.88078738340235,43.49401227741245,1082.9206366206533,2.6701698669884344,12.652120275191093,3.489003847928406,29.73248264669907,0.7936022860216906,6.667033864320513
,Point 63,196.44836816388596,57.69553830566939,1086.32300137927,3.210330350955104,9.26783731004373,3.457564502339541,21.779417678602766,0.8661196062154743,5.467351631886626
,Point 64,203.8088790555942,0.0,1092.0,0.0,14.0,0.0,32.9,0.14138163388423497,5.326530785628014
,Point 65,269.5459573008468,12.387341642552904,1074.8181461482393,0.5768257095629351,9.804669478360166,0.669932802646429,23.040973274146392,0.8708742821678411,5.855039792234493
