BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 69,229.92552416788462,15.118787879573645,1092.627755198061,5.005521235501308,19.888782536922772,5.178747431373162,46.738638961768515,0.8235534985652946,6.634166906791175
,Point 73,383.73451950040237,0.0,1095.0,0.0,15.845186906658244,0.0,37.23618923064687,0.6386417497609548,10.999985173165207
,Point 74,156.95806470757842,69.95845963220545,1088.20640542953,21.087392157758906,20.040202776515837,31.00321442618128,47.09447652481222,0.6589199392691971,4.246772682448232
,Point 82,228.63142786680334,28.91718642697948,1087.9209793249995,2.77914528094759,13.753894703269546,3.414293745271583,32.32165255268344,0.7636762347043935,5.034295340959048
,Point 84,197.31167332289724,35.66123366981067,1083.289848167561,2.1814030320865405,10.471773245676957,2.453288218719507,24.608667127340848,0.8644265887187158,4.537384920773397
,Point 85,221.42365125661752,7.442743431877965,1082.9297272842061,0.4536881583964918,11.620377466585012,0.549743261694426,27.30788704647478,-0.18453480496400698,5.490703935366298
,Point 86,248.5722518862898,0.45035267515942257,1093.1893282652045,0.04495498599897809,10.416597939031465,0.045441746437468726,24.479005156723943,0.9480267174529345,6.933340828154914
,Point 89,287.35678232452676,69.15249163773855,1088.9611358922443,5.793474377292436,13.661477565019442,6.760208818680145,32.10447227779569,0.8411633093338605,7.365303989795681
,Point 91,176.9720343110236,64.1491892378797,1086.493069236213,16.459084711470187,21.80664355667339,29.96631304853982,51.24561235818247,0.5538040182276498,3.8160489877455395
,Point 92,262.9050567917905,80.17657965882105,1085.2401383848992,5.179932305661245,13.239338593687048,6.8373926563964895,31.112445695164563,0.43607308457920324,6.688810575737671
,Point 93,96.49851702004013,8.289361774078305,1085.7634087107926,1.9879071209972752,15.697458050829548,2.9196931555500734,36.889026419449436,0.5203864006932031,2.2903364145977476
,Point 95,212.46979649055373,27.524387611085146,1086.4050586810745,2.708660718123914,14.375163075013957,3.633590779604077,33.7816332262828,0.728393874038198,4.785085717806616
,Point 96,167.37843440442361,20.21990913389223,1087.393050872828,2.5881388969868824,13.920963251167633,3.270557294828918,32.714263640243935,0.5126166155616149,4.085481654324097
,Point 98,215.2612077419707,29.60502213356863,1091.6047295066207,17.035937134193624,26.830105465768877,23.392482066677,63.05074784455687,0.5483657726139368,4.730410708553415
