BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 3,370.3729102187399,21.104538538677634,1093.7965603638559,0.6459535366777036,9.42460371640314,0.719801926281033,22.147818733547382,0.9315400008025239,8.108717600423795
,Point 20,165.20074242347494,67.01422094510532,1081.6111922663604,6.783199568185182,11.670144761311619,7.967531544511874,27.424840189082303,0.5654303209427688,5.475631141098603
,Point 23,178.19795017906185,0.0,1080.0,0.0,17.34318167825514,0.0,40.75647694389958,0.5574423833038088,4.917761387656863
,Point 36,400.8054828681169,60.30796974668007,1087.8479415964157,1.8444113196383078,10.667829055307811,2.093578929039682,25.069398279973356,0.9045099382662632,10.937126890261027
,Point 37,354.2486249439297,38.62629588770013,1087.6516432985286,2.4992184527749632,17.43893561679983,4.599358620252419,40.98149869947961,0.9571538204190707,10.139462324466418
,Point 42,149.2564448372467,0.0,1082.2871705265743,0.0,13.0,0.0,30.55,0.3149794438527599,3.783311555174684
,Point 43,353.7018195475179,12.6102478446276,1089.2008884854008,0.4578895204426967,11.113894815979473,0.5358153925222118,26.11765281755176,0.9934690631549447,10.21059448676692
,Point 55,645.206209121677,19.36344957907326,1090.2233867924665,0.5045008121745735,13.651324300266209,0.7014801868036727,32.08061210562559,0.9427816852913354,18.39090247839296
,Point 56,675.0212868095849,187.22923142526162,1092.6352805693546,3.3375014837602093,10.07825052310189,3.7691660385788675,23.683888729289443,0.8247565679797433,19.287378103791443
,Point 63,138.75680091766807,20.574128177399174,1089.5197056583745,1.5052840389260707,8.911614706405233,1.5937199888207774,20.9422945600523,0.934761672407912,3.8776077911960662
,Point 71,314.3982935437619,0.0,1093.9004026399396,0.0,18.0,0.0,42.300000000000004,0.768172325683936,7.408403894936412
,Point 72,210.0,0.0,1095.0,0.0,12.0,0.0,28.200000000000003,0.11650699271714493,5.741709210308308
,Point 74,150.85327324962537,81.9639367743605,1077.491164230102,15.479736262173617,11.85240761564365,15.305821724907071,27.85315789676258,0.5528633998820585,4.094329339959206
,Point 78,346.780693730069,1.712833234821535,1082.7002428799567,0.06188018085596039,10.188066346260522,0.07104753646885278,23.941955913712228,0.7996545485483091,8.141755959552276
,Point 79,226.96990719971518,91.26261766590675,1096.1734322755149,4.600293890949683,9.055480864925775,5.472629430946105,21.28038003257557,0.7618047039157425,6.045312595139492
