Point,Height,Height STD,Mean,Mean STD,Sigma,Sigma STD,FWHM,R^2,Stowed SNR,Silent SNR
2,268.3893951,56.18690023,1097.402927,3.769217671,15.59256321,3.769063047,36.64252354,0.810358932,2.911206295,3.657610799
31,287.6510007,84.24094538,1079.221869,3.392449846,10.02775261,3.39116472,23.56521864,0.526546321,2.925736539,3.767376851
44,301.0814257,103.2687619,1099.392506,4.594560231,11.60610261,4.595304227,27.27434113,0.712630748,4.519189667,2.928348528
