BLANK,Denied Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 0,3048885.494,12204282249,-0.214417437,416557.2825,237.026435,45718.65253,557.0121223,-12111124112,80093.17852
,Point 1,0,0,0,0,0,0,0,0,0
,Point 2,0,0,0,0,0,0,0,0,0
,Point 3,0,0,0,0,0,0,0,0,0
,Point 4,95.18502656,6553592.812,1089.753818,71333.14215,2.432839344,49591.0124,5.717172459,#NAME?,2.370301777
,Point 5,130.9984367,31.39280017,1086.037605,6.409032617,16.82151327,9.771378279,39.53055618,-1.085864198,3.532244549
,Point 9,784.6893115,706810630.5,1091.028195,206930.3464,2.371801237,520128.0166,5.573732906,#NAME?,19.5319814
,Point 10,111.4896539,22.49514961,1090.295914,1.143753864,6.447659841,1.750005049,15.15200063,0.999959487,2.934163436
,Point 11,170.1664146,41.82202989,1069.799503,29.7239145,24.73071911,32.39696647,58.1171899,0.233757803,4.877034642
,Point 12,211.2471628,0.800042924,1068.769762,0.18070184,13.1588838,0.148703104,30.92337694,0.530786479,5.119972044
,Point 13,0,0,0,0,0,0,0,0,0
,Point 14,140.3236234,8.661355768,1080.380965,0.339178074,6.039172045,0.470778525,14.1920543,0.998757918,3.44420031
,Point 15,0,0,0,0,0,0,0,0,0
,Point 16,146.2939515,75.68925418,1090.957789,4.813623615,8.055252005,6.481063602,18.92984221,0.971104588,3.828943577
,Point 17,124.1237669,2.54E+19,1076.943663,39852096440,1.337310568,1.54E+20,3.142679836,#NAME?,3.162795797
,Point 18,411.5684075,1443.15522,938.583148,502.3439174,100.7046612,177.8156979,236.6559537,-9.261122978,9.564742336
,Point 19,160.9010592,42.39634608,1087.303869,13.25575883,21.86943686,22.52261131,51.39317661,-1.563722785,4.251500954
,Point 21,81.55796084,5.891805514,1084.141152,0.726189636,8.738391984,0.757313301,20.53522116,0.986726794,1.992017119
,Point 22,0,0,0,0,0,0,0,0,0
,Point 23,0,0,0,0,0,0,0,0,0
,Point 24,183.4645232,30.74395483,1078.009257,6.515392329,21.10678756,12.37392102,49.60095078,-2.206149814,5.294041702
,Point 26,0,0,0,0,0,0,0,0,0
,Point 27,176.9967308,49.32141548,1082.778481,4.356909584,13.16893096,5.920610743,30.94698775,-2.182680364,4.627409691
,Point 29,0,0,0,0,0,0,0,0,0
,Point 31,86.75543651,19.19459219,1085.93745,3.005737505,11.13127218,3.5499259,26.15848962,-0.612534256,2.111935261
,Point 33,91.11634435,24.96049543,1076.115278,5.768879613,13.69689698,7.195933869,32.18770791,0.409993933,2.362258873
,Point 34,0,0,0,0,0,0,0,0,0
,Point 35,114.7316613,18.63702239,1073.554618,1.678166099,8.55184691,2.047160444,20.09684024,0.979037725,2.606742522
,Point 36,107.5606284,0.256175133,1073.638795,0.430187038,35.16115652,0.853364655,82.62871782,-0.458099399,2.919942386
,Point 37,0,0,0,0,0,0,0,0,0
,Point 39,0,0,0,0,0,0,0,0,0
,Point 43,820.2692983,6586.722051,963.4801935,458.418186,57.28082773,113.5017155,134.6099452,-68.01015839,23.61822899
,Point 44,513.1725279,1804237918,1091.174344,542718.8336,2.318385567,1926348.897,5.448206083,#NAME?,10.992072
,Point 45,356.7328815,73.12224896,1047.160362,11.31117555,28.3647168,5.087278631,66.65708449,-0.648875496,7.771024825
,Point 46,0,0,0,0,0,0,0,0,0
,Point 49,87.75004988,50.37353756,1086.436081,7.108212654,10.28501382,8.113937542,24.16978247,0.62581926,2.074796244
,Point 50,0,0,0,0,0,0,0,0,0
,Point 52,167.7413629,60.39889223,1073.40439,31.2082312,23.99148005,43.92609398,56.37997811,-1.716527418,4.215375662
,Point 54,0,0,0,0,0,0,0,0,0
,Point 55,0,0,0,0,0,0,0,0,0
,Point 56,192.85962,1681.383571,1147.566649,1402.098933,71.43755235,771.3774073,167.878248,-1.770732684,5.482100747
,Point 58,0,0,0,0,0,0,0,0,0
,Point 59,156.0476474,8.914337122,1080.011075,1.389160125,17.63284615,2.503729245,41.43718846,0.255328302,3.921429696
,Point 60,119.4531191,29.79215899,1095.612808,18.56598884,18.1449126,15.12908416,42.6405446,0.215635931,2.749646125
,Point 61,0,0,0,0,0,0,0,0,0
,Point 62,223.5168364,65.53382694,1083.003651,2.715496992,8.270416305,2.908264678,19.43547832,0.847512888,6.135496897
,Point 63,216.8342784,43.78250282,1084.781963,1.701613954,6.706522314,1.544248171,15.76032744,0.989980791,6.034711598
,Point 64,412.3396021,253717415.9,1091.706595,71557.33876,2.532499338,437338.9855,5.951373444,0.999999589,10.77646663
,Point 65,124.3871721,5603780.225,1095.786573,937758.7034,3.468214489,379362.3894,8.15030405,#NAME?,2.701920852
,Point 66,101.3340351,70.68415775,1088.998593,19.13570908,14.54756922,22.56988359,34.18678768,0.316260372,2.662058869
,Point 68,-8276.500129,inf,1045.675146,inf,-0.456921006,inf,-1.073764364,,-217.6167776
,Point 70,182.9996342,2409.090022,1137.681719,2571.787001,72.30749721,1682.895007,169.9226184,-1.354874467,4.023688176
