Point,Height,Height STD,Mean,Mean STD,Sigma,Sigma STD,FWHM,R^2,Stowed SNR,Silent SNR
0.0,908.5348881898169,95.73573735439305,1017.1381445128593,1.285534914756377,10.56183934181463,1.2841008695829348,24.82032245326438,0.9872033637122346,14.534413812579803,23.06353957112299
1.0,310.9926623444346,108.62903369336112,1103.943747693117,3.835117107800157,9.496590985724076,3.8248663039367616,22.31698881645158,0.9465999402485884,1.4447874088117116,4.412867303299628
3.0,521.01138361879,8376198.427252502,1082.7928746008847,9301.798660945853,2.5811699326321675,12502.68214088864,6.065749341685594,0.0,6.867216787832564,5.988549275124278
4.0,227.15293512225682,98.17501105298867,1076.68066713108,4.015690422412465,6.5401639301109205,2.994638651100229,15.369385235760664,0.991644168807706,3.0761132514729685,4.870228966753377
5.0,553.6735808167042,11071469.719128225,1091.8147966401818,3997.392885097854,2.689620303167734,17030.78105425831,6.3206077124441755,0.9999998605742183,9.577240767812395,10.680388797814299
6.0,164.04555671182212,82.42465107057093,1086.575321927976,6.2507075634508436,4.864897683405275,3.2110713366655776,11.432509556002396,0.9997582751967057,2.2022777079991047,2.0547922046500697
7.0,270.58544215443976,70.82667075521648,1100.5921921958875,2.3759638901945603,8.18080928902948,2.5509772033979625,19.224901829219277,0.9311297955441725,4.15162961730038,3.067921034194317
9.0,79.1127330692101,7089296067.463387,1087.6282472173973,210953174.68238515,1.5580270728260979,44697198.84745278,3.66136362114133,0.0,1.169972310192433,1.876979401897952
10.0,157.62545384833913,55.66444916820755,1075.087753538687,6.035791410707636,14.798362115944318,6.035203384750644,34.776150972469146,0.4177034730925877,1.6183383774433149,2.065466225066943
11.0,179.2514463707234,58.72833625526291,1085.2128130917229,5.349523827966491,14.138402844205563,5.350210343308418,33.22524668388308,0.5729040267445409,2.6012977955934526,2.1941853560472127
12.0,123.71007021936562,58.58623630806271,1122.119935338288,11.869732436653399,21.703909576635663,11.868203236602085,51.00418750509381,0.21800105472719278,1.9080882135690809,1.849824104973923
