BLANK,Denied Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 0,1332.907372,443154783.4,1091.164296,55079.34636,2.382251915,195204.4688,5.598292001,#NAME?,35.0150205
,Point 1,137.777968,73.49601892,1086.267148,20.64002846,20.31366422,36.05626103,47.73711092,-2.361303523,3.619483336
,Point 2,182.8587465,383.6163044,1150.318157,277.50836,66.09218683,135.9883176,155.316639,-2.592638708,4.760948157
,Point 3,156.3477851,26.58021708,1082.732214,3.838067966,17.1821218,6.90446044,40.37798623,0.149412146,3.434251605
,Point 4,128.2313613,12.28063118,1082.444884,1.575255121,13.74949582,2.239929776,32.31131518,-0.027784345,3.193223078
,Point 5,-28.35702203,inf,1067.335903,inf,1.001979059,inf,2.354650788,#NAME?,-0.764619327
,Point 6,78.82956125,36.17290137,1077.461792,6.319844572,4.571202456,3.126169348,10.74232577,#NAME?,2.122317696
,Point 7,109.7230151,2.471569405,1081.9648,0.353529745,13.27485259,0.485609371,31.19590359,-0.330612589,2.99198778
,Point 8,106.0817817,18.27652464,1093.2807,10.09805908,16.67004181,9.295519585,39.17459825,0.750474217,2.824916486
,Point 9,160.7470829,87.77640972,1082.478125,4.310777318,7.525008894,5.053968979,17.6837709,0.103958811,4.001212949
,Point 10,0,0,0,0,0,0,0,0,0
,Point 11,0,0,0,0,0,0,0,0,0
,Point 12,0,0,0,0,0,0,0,0,0
,Point 13,123.8318666,6.722677696,1097.311801,2.999846279,14.23419625,2.104232291,33.45036119,-0.160830886,3.606802873
,Point 14,264.2303916,534.4052912,1033.078397,167.8641461,43.24354369,77.33177928,101.6223277,-1.370218736,6.485453944
,Point 16,204.6589362,64.56195586,1080.0913,5.54968639,14.22093264,8.062966186,33.41919171,-0.684771919,5.356527123
,Point 17,0,0,0,0,0,0,0,0,0
,Point 18,58.7896662,21.49753091,1077.982904,6.600429448,13.56388036,8.76206606,31.87511884,0.690415018,1.366256494
,Point 19,71.4303626,36.18311218,1092.531419,32.82486371,18.31385135,32.84953469,43.03755068,0.491762125,1.887409916
,Point 20,764.3202533,81834351.08,1081.767732,3848.015315,2.487813537,71076.34884,5.846361811,0.999999903,25.20385567
,Point 21,842.8819385,209372052.9,1091.595994,12771.42574,2.487436326,165271.0109,5.845475367,0.999999939,20.58701852
,Point 22,0,0,0,0,0,0,0,0,0
,Point 23,0,0,0,0,0,0,0,0,0
,Point 24,82.65018833,14.66580001,1085.795106,2.174928013,10.31953223,2.469901627,24.25090074,0.90302114,2.384949068
,Point 25,171.1611363,29.72344056,1067.285145,9.375480649,13.64940893,6.975093239,32.07611099,-0.108631614,4.552269672
,Point 26,148.5471795,84.5439097,1081.754482,5.140676979,8.193117098,5.633356892,19.25382518,0.564568462,3.955755033
,Point 27,160,0,1080,0,22,0,51.7,0.480677857,4.183046472
,Point 28,339.819819,76.85278126,1084.016821,5.96356629,18.3023528,10.99317017,43.01052908,-2.609991423,9.65811533
,Point 29,0,0,0,0,0,0,0,0,0
,Point 30,0,0,0,0,0,0,0,0,0
,Point 31,0,0,0,0,0,0,0,0,0
,Point 32,0,0,0,0,0,0,0,0,0
,Point 34,0,0,0,0,0,0,0,0,0
,Point 35,117.3826118,17.08669407,1075.085347,2.932662536,12.74391926,3.449746193,29.94821027,0.565340032,2.666973022
,Point 36,141.0344873,46.19414858,1089.612383,1.938370034,5.769459858,2.384270124,13.55823067,0.999996831,3.828655366
,Point 37,171.2421207,13.20856099,1078.64272,0.750091215,8.279020019,0.75048016,19.45569704,0.991352376,4.891513392
,Point 38,185.3485874,88.5404219,1054.597623,57.78416599,37.20100627,41.23649933,87.42236474,-0.358221605,4.712849334
,Point 39,2852.311255,103.0084703,1071.711393,0.21009051,6.884408918,0.408353474,16.17836096,0.999991369,67.6426956
,Point 40,609.5845934,408285201.8,1091.6544,52935.19574,2.432915563,416652.267,5.717351572,#NAME?,18.28340556
,Point 41,0,0,0,0,0,0,0,0,0
,Point 43,0,0,0,0,0,0,0,0,0
,Point 45,0,0,0,0,0,0,0,0,0
,Point 46,249.8187039,38.38697246,1086.0787,3.273420378,14.74491492,4.5274783,34.65055005,-3.024851249,7.088229115
,Point 47,0,0,0,0,0,0,0,0,0
,Point 48,149.2991403,28.56686374,1089.385765,13.58709298,22.85047435,19.8611314,53.69861471,0.091794079,3.634973762
,Point 49,141.0589806,15.40052655,1080.293647,0.914309502,7.60134116,0.997836039,17.86315172,0.987148902,3.335253297
,Point 50,651.7987188,313771328.4,1073.477221,295307.8221,2.234981497,251098.6526,5.252206517,#NAME?,16.66908352
,Point 51,0,0,0,0,0,0,0,0,0
,Point 52,0,0,0,0,0,0,0,0,0
,Point 53,0,0,0,0,0,0,0,0,0
,Point 54,210.9713948,9.655912561,1069.176119,41.1726594,70.59896293,110.1196565,165.9075629,-0.334391578,4.454179882
,Point 55,70.62386503,23.53317225,1079.087467,4.480578558,11.34927027,5.338983536,26.67078513,0.796683235,2.004613765
,Point 56,0,0,0,0,0,0,0,0,0
,Point 57,424.6568017,62935838.72,1091.394663,7963.333061,2.433104498,91916.68915,5.717795569,#NAME?,11.70439339
,Point 58,173.5183275,58.3222204,1083.300036,2.930130422,7.850158124,3.16438953,18.44787159,0.701995208,5.130358312
,Point 59,206.6838772,54836879.39,1083.662566,249529.3387,2.253558081,153574.9536,5.29586149,#NAME?,5.19390268
,Point 60,0,0,0,0,0,0,0,0,0
,Point 61,189.9431039,29.10647351,1089.071955,1.105600534,5.833045135,1.101733316,13.70765607,0.999998216,5.592020313
,Point 62,933.5726026,842494695.5,1091.704957,96652.69732,2.457482807,578896.936,5.775084596,#NAME?,25.62639978
,Point 64,227.9328747,939.5122749,1091.656349,2.330062557,4.838942128,19.94358788,11.371514,0.999999955,5.957009724
,Point 65,0,0,0,0,0,0,0,0,0
,Point 66,85.3271125,73.7231179,1089.111098,6.746217232,6.705222635,7.067186256,15.75727319,0.988810994,2.241554837
,Point 67,0,0,0,0,0,0,0,0,0
,Point 68,0,0,0,0,0,0,0,0,0
,Point 69,0,0,0,0,0,0,0,0,0
,Point 70,147.8613641,48.98740143,1087.420021,3.089117321,7.429407469,2.785651593,17.45910755,0.967763072,3.251088589
,Point 71,105.6761689,19.25973677,1077.206489,2.420669819,4.707795764,1.203484134,11.06332005,#NAME?,2.487457442
,Point 72,150.5832434,124.2314477,1096.676644,135.3206137,30.05009873,142.7542333,70.61773202,0.190729603,4.09619308
,Point 73,186.3857255,4.564161921,1089.090593,0.240524587,8.325701069,0.271742082,19.56539751,0.999733609,5.342861048
,Point 75,224.3582872,64.66892074,1077.218532,3.424487658,4.983207003,1.816426462,11.71053646,0.999972892,5.427804286
