BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 0,145.0137389128285,23.458621078790934,1088.1607925924902,1.57499471555543,8.655795982522939,1.6853606412281326,20.341120558928907,0.9337341915170717,3.829154833822581
,Point 5,193.81929439449888,0.0,1085.0,0.0,22.0,0.0,51.7,0.640896787453755,5.246100375486885
,Point 7,276.1870528397799,28.303219493121674,1086.45338731706,1.5418583620765138,12.636993470973533,2.0064923488240787,29.696934656787803,0.9542185858471754,7.53877827503685
,Point 9,665.4124670475211,54.600972778181976,1085.378318479665,1.2218862142549123,12.274997665906524,1.5400502736858177,28.846244514880333,0.9783209099334681,16.64861298114839
,Point 19,381.03506888767197,86.53659421860463,1091.28616692456,7.4988190320157075,20.008524143244315,14.282292095470238,47.02003173662414,0.7538065456490692,10.119661696059943
,Point 24,168.67984623339694,0.0,1081.462407026385,0.0,14.0,0.0,32.9,0.4914945588923807,4.888355947169927
,Point 27,297.17244190871133,41.70832338945814,1093.8403716564312,5.703300810280608,19.334649798695438,8.65883110326458,45.43642702693428,0.6364003533331537,7.806496122999877
,Point 28,142.51803775785808,44.423763832928415,1093.775944908579,4.365413558335288,10.907444945910237,5.125232135085798,25.63249562288906,0.664401952139198,4.07021458421985
,Point 29,340.0,0.0,1080.0,0.0,15.0,0.0,35.25,0.6266802183525898,7.952995489032832
,Point 35,229.92511198511866,87.00575561541834,1084.5712542802528,4.737252067541425,10.560876147754184,5.426462812775693,24.818058947222333,0.7780123709435263,5.205696269189542
,Point 38,190.959274828396,33.21444147718371,1084.5976869692304,3.232527484857659,13.957466001132671,4.417434704389312,32.80004510266178,0.7724639797043661,4.878290140209511
,Point 53,145.67683729540292,0.7955981002044117,1077.9756302304645,0.08293337401926894,9.290186045069621,0.09770934885759158,21.83193720591361,0.9791835028544829,3.738242960654266
,Point 54,161.63371612531694,21.843112015414327,1078.9721865050005,5.078895893076942,15.064689083923886,5.320063163818657,35.402019347221135,0.7588118736723797,3.42777708049346
