Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11,Point 12,Point 13,Point 14,Point 15,Point 16,Point 17,Point 18,Point 19,Point 20,Point 21,Point 22,Point 23,Point 24,Point 25,Point 26,Point 27,Point 28,Point 29,Point 30,Point 31,Point 32,Point 33,Point 34,Point 35,Point 36,Point 37,Point 38,Point 39,Point 40,Point 41,Point 42,Point 43,Point 44,Point 45,Point 46,Point 47,Point 48,Point 49,Point 50,Point 51,Point 52,Point 53,Point 54,Point 55,Point 56,Point 57,Point 58,Point 59,Point 60,Point 61,Point 62,Point 63,Point 64,Point 65,Point 66,Point 67,Point 68,Point 69,Point 70,Point 71,Point 72,Point 73,Point 74,Point 75,Point 76,Point 77,Point 78,Point 79,Point 80,Point 81,Point 82,Point 83,Point 84,Point 85,Point 86,Point 87,Point 88,Point 89,Point 90,Point 91,Point 92,Point 93,Point 94,Point 95,Point 96,Point 97,Point 98,Point 99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-709.8299328980776,-51.75737801828021,27.630836097449382,32.96029203094246,-13.872857996049069,-114.02074602329296,63.61314054957297,10.79466505564979,-83.30280378184527,24.84735948654745,-48.50048719376392,-10.76764399119249,-52.61268403171008,23.538783970520495,-11.730757753139132,-117.95162286420091,-100.45556971821368,7.387528396183551,-14.723214487832486,-12.58372082524491,9.411871961102108,51.11928768722912,24.987517088366463,-52.96079307955383,-6.219975900388272,62.19698322027847,44.50796515384444,-89.01989706111718,38.15304197278761,-18.4842175066313,4.106242404154237,29.69087182651622,42.95418822234453,-19.423104852018923,34.62987810225379,35.64762238835419,-9.163919694910795,-41.68188283694772,-19.27087153960353,58.72814454785205,-51.61776431886016,-8.088445885655837,-54.52344004694529,-26.189414800199472,-23.142470381841417,54.18193991490465,31.0,-16.01447807820748,26.02857389130716,91.12553618002715,-911.6622203665452,-99.60806878596276,-39.38060772039645,-33.21088774316537,13.092720256677072,-50.45615483198297,-59.47237892726957,14.110252961339867,-78.73725609491113,-29.300210956699505,53.54283912495108,-47.5713849974945,73.92934841845967,107.64042929900108,0.0,43.6730941605999,-87.35573727479449,-14.233460991355727,31.515569949887304,33.550300908195645,-1.0172768678286763,-25.444179117556853,-44.82398087845098,-35.722022057208136,11.224701825290488,15.354302082185749,-83.10917001634348,95.49123660072937,14.401762582759462,27.876058403893595,84.88700225059607,-58.08421522661308,-16.622953752571785,-20.797296087384723,9.358783239323126,32.25819240676447,16.669178327951204,-20.8650153825425,52.20356886012225,77.36038164675173,-15.698114482665408,-78.45169207214106,-11.510135591693318,39.90068709881566,-102.21909946693889,41.2265177027396,46.815564665735295,-17.137666290088305,-7.535254999189008,125.57116227048188
-1237.4631619513964,-7.393911145468602,65.88891684776392,-51.03529088662059,91.77429135847844,-44.10236402787747,-14.016454697363535,-70.16532286172364,121.16771459177494,15.124479687463667,-52.81164161098738,-23.68881678062348,-171.79651928721657,-21.398894518655,-85.31460184101186,19.127290194194742,7.40198934765785,-48.54661517492048,-41.01466893039049,-20.97286804207485,75.29497568881686,-128.31984460263635,-116.60841307904349,23.88427923195565,-29.026554201811937,-49.75758657622278,-78.66524073702737,-20.702301642120275,-14.436286151865584,-183.8152740937224,11.292166611424152,-69.61997531734838,-2.0454375343973585,-93.0264495544064,23.42609401034815,95.73932870015126,-38.69210537851225,-66.08103376589273,28.399179110994677,102.26797585056995,109.30820679288033,12.132668828483755,55.533133381147984,-146.0563517703432,92.56988152736568,10.033692576834197,-63.0,-58.05248303350211,-47.0516528035168,-9.012415666156532,-1455.8010372258605,-31.50867482004945,46.44892192662145,186.18224946926043,-110.78455601803677,-61.55650889501922,60.48038534976567,-95.74814509480626,-41.38753204988918,32.33126726256497,2.0204844952811727,-73.88747031525742,46.585616811632114,30.46427244311351,-33.50630532182275,82.26792155833935,-23.362580899072945,81.33406280774702,-28.46567608376917,-19.31683991683992,-161.74702198475958,-130.2741970818911,17.318356248492424,36.742651258842656,-190.8199310299383,125.90527707392312,5.1301956800212025,-74.9554867941209,153.27590177365428,194.09996221970357,174.95004122378947,94.38684974324626,-2.077869219071473,-31.195944131077088,-16.63783686990778,52.0293425915556,-55.21665321133837,-169.00662459859424,76.21721053577849,34.49854857220009,-3.1396228965330817,-30.334654267894543,93.12746069642776,81.90141036072687,-113.81095610751956,51.79741967780103,92.56713922543116,39.630853295829205,-78.58194499154251,-148.3038726815174
-362.2870874138556,-7.393911145468602,9.564520187578632,-13.822057948459742,-13.872857996049069,-88.20472805575494,98.11518288154474,-25.90719613355949,28.128219458804896,-103.71071785689372,86.22308834446919,-29.072638776219723,-16.105923683176552,-46.00762321510825,-49.05589605858182,11.68889956311901,-16.918832794646516,-103.42539754656973,27.34311262026033,-7.340503814726198,-14.640689717269945,-12.519009229525498,-17.699491270926245,39.460983078883245,-33.173204802070785,36.281573545162445,4.140275828264599,-4.140460328424055,80.43073713182254,28.753227232537576,15.39840901557839,-12.285877997179124,16.36350027517887,58.26931455605677,-58.05597211260194,15.2775524521518,-43.78317187568492,-75.2307153642471,-2.0285127936424767,-20.251084326845536,-53.64199037058016,-45.49750810681408,61.59129338636413,50.36425923115283,-33.20441402612029,19.06401589598497,-12.0,-24.02171711731122,10.01098995819506,-7.0096566292328575,-490.03120467630646,7.114862056140197,17.16590592940358,-49.31313634591222,-9.064190946930282,-18.164215739513867,24.19215413990627,14.110252961339867,-20.189040024336187,16.165633631282486,-39.39944765798287,-26.31608531776292,41.52196281036776,62.959496382434594,6.092055513058682,30.469600577162723,8.12611509532972,-5.083378925484189,-77.26397794165919,65.06725024619762,81.38214942629412,37.65738509398415,-24.44944411551872,2.0412584032690364,-35.71496035319701,-52.20462707943154,-65.66650470427139,-129.37522378163334,95.66885144261644,-56.7845634153388,-94.20386835127124,-52.898124581379776,-18.70082297164326,-68.6310770883696,97.7472916107082,54.11051629521783,119.80971923214928,-63.63829691675462,-48.02728335131247,-62.72463376763654,80.58365434434909,-43.93294756039899,-39.76228658948601,24.15041587559895,-15.807077237155497,-63.42541185036861,-45.75157455969586,-10.71104143130519,-4.305859999536576,57.37303103737534
-730.8931356546971,-13.731549270155972,87.14340615349423,4.252940907218382,-32.014287683190155,33.34568987473662,21.56377645748236,94.99305248971817,-110.34916864608076,-115.59423761132943,-120.71232368225688,-130.28849229342913,91.2669008713338,52.427291570704746,62.919518857746255,-75.44653354376815,14.8039786953157,36.93764198091776,-69.40943972835315,114.30213082930794,-62.745813074014045,21.908266151669626,40.60471526859551,-49.84545231016831,-52.86979515330032,-51.83081935023206,69.34962012343203,24.84276197054433,37.12187867622578,31.83393015030946,8.212484808308474,-25.595579160789843,-14.31806274078151,11.244955440642537,57.03744628606506,-50.925174840506,48.87423837285758,-35.58209510471147,55.78410182516811,15.18831324513415,-44.53297313784014,48.53067531393502,-34.32957336289148,55.40068515426811,-62.38405059452904,-4.013477030733678,-3.0,129.1167295055478,-7.007692970736544,-9.012415666156532,-900.4323385927131,96.55884219047412,-14.136628412450008,73.46650925003249,4.028529309746792,-16.14596954623455,-114.91273216455475,46.36225973011671,6.056712007300856,13.13457732541702,-46.471143391466974,-86.0333558465326,-44.56015521112637,38.588078427943785,3.046027756529341,62.97050785946963,-31.488695994402665,-59.98387132071343,-98.61323500448609,5.083378925484189,39.67379784531838,-66.15486570564782,15.2809025721992,-1.0206292016345182,-35.71496035319701,-82.91323124380304,81.057091744335,13.348237374295502,-40.1191957662585,-36.13563126430651,158.38672371147803,-68.45639651707971,57.14140352446551,-27.03648491360014,56.15269943593876,-11.446455370142234,-78.13677341227127,-63.63829691675462,117.98006562387629,20.908211255878847,18.83773737919849,-124.4766847544638,-41.85503851524843,8.400144652382243,23.1837132811614,43.34069809775188,-26.599752650985963,-122.10587231687916,-82.8878049910791,-16.237650293596793
-719.3083741385564,-49.64483197671776,-30.819009493308933,7.442646587632169,-92.84143428125144,-11.83234156845493,-28.03290939472707,-79.88052141180845,2.1637091891388383,-118.83519754435738,8.622308834446919,-99.06232471897091,15.03219543763145,20.32894979272225,-54.38805867364506,-46.75559825247604,-16.918832794646516,0.0,-49.42793435200906,14.681007629452395,-52.28817756167837,-16.692012306033998,-81.20943053719101,84.11420077340902,9.32996385058241,-33.17172438414852,-53.82358576743979,-15.526726231590208,-43.30885845559675,1.0269009725906275,-3.079681803115678,-12.285877997179124,70.56759493670887,-54.18023985036857,-60.093023765675696,-17.314559445772037,-5.091066497172665,-85.39702825130753,33.470461095100866,13.163204812449598,144.73216269798044,-37.40906222115824,-61.59129338636413,23.167559246330303,-13.08052673756254,-2.006738515366839,-78.0,18.016287837983413,-5.005494979097531,9.012415666156532,-739.1304003867622,-59.96812304461023,-15.146387584767863,-3.019171613015034,23.16404353104405,-12.109477159675912,-91.7285844471446,73.57489044127217,0.0,32.33126726256497,-47.48138563910756,-51.620013507919566,-45.572886011379246,14.216660473452972,-46.7057589334499,-31.485253929734814,-16.25223019065944,-6.100054710581027,71.16419020942294,-59.98387132071343,73.24393448366472,-52.923892564518255,-22.41199043922549,13.268179621248736,32.65367803720869,-80.86599096617826,96.4476787843986,-7.187512432312963,221.16992537809173,-6.194679645309687,-39.33787909173965,-35.26541638758651,-33.24590750514357,-97.7472916107082,-92.54796758886202,15.608802777466682,44.79841675636886,64.68154768588174,52.20356886012225,-20.908211255878847,-8.372327724088217,-76.3596469502173,9.417383665930895,-31.50054244643341,-85.35821708063968,85.62430599799762,4.255960424157754,-147.81237175201164,-30.141019996756032,-84.43578152670334
-480.2410228509249,-9.506457187031058,-68.01436577833695,-64.85734883508033,5.335714613865026,101.11273703952396,1.078188822874118,59.37065780607384,1.0818545945694191,43.21279910703905,-35.56702394209354,-2.153528798238498,48.31777104952966,-22.46883924458775,9.597892707113836,5.313136165054095,-24.320822142304365,-28.494752385279416,-75.71938879456707,-44.04302288835719,-15.686453268503511,-84.50331229929712,104.11465453486026,8.307575385028052,31.09987950194136,-54.94066851124598,-35.192344540249096,-79.70386132216306,-37.12187867622578,5.134504862953139,-24.637454424925423,-32.762341325811,92.04468904788114,13.28949279348663,47.87071384723318,85.55429373205007,1.018213299434533,-16.266100619296672,-40.570255872849536,-2.025108432684553,-42.50874708612013,16.176891771311674,113.08565343070134,20.145703692461133,31.19202529726452,87.29312541845749,-65.0,1.0009048798879674,5.005494979097531,39.05380122001164,-627.8524809915176,40.65635460651541,40.390366892714304,-70.44733763701745,84.59911550468263,-39.35580076894672,-34.272218364867214,116.91352453681606,-25.23630003042023,-81.83852025836758,-3.0307267429217597,-18.218828296912783,3.038192400758616,-3.046427244311351,-50.76712927548902,49.76701427603245,26.40987405982159,8.133406280774702,19.3159944854148,-80.31738702265018,-2.034553735657353,12.21320597642729,-21.39326360107888,-11.2269212179797,-25.51068596656929,2.0472402776247662,36.937408896152654,50.31258702619074,-23.660038528819115,25.81116518879036,-61.07723332664839,-114.09399419513284,79.99796493425171,56.15269943593876,-70.71080669710807,10.40586851831112,-112.51695371367065,-30.254272304686623,-14.61699928083423,-12.544926753527308,74.30440855128293,33.47272195078018,-100.45209243659625,63.00108489286683,29.506544176023592,78.22467461545462,-53.199505301971925,-55.69741544278699,10.76464999884144,-74.69319135054526
-519.2079479506709,-100.34593697421673,-88.20613061878073,-58.47793747425275,25.611430146552124,39.79969436662113,21.56377645748236,57.21172479494389,-47.60160216105445,-25.92767946422343,4.31115441722346,-94.75526712249392,18.253380174266763,-69.54640718562874,-12.79719027615178,-12.751526796129829,71.90503937724769,32.716197183098586,-25.23979626485569,-44.04302288835719,24.05256167837205,25.038018459051,-86.41516326393402,35.30719538636922,-14.513277100905968,42.50127186719029,-9.315620613595348,-20.702301642120275,-80.43073713182254,-43.12984084880637,-73.91236327477627,-39.92910349083216,106.36275178866264,-23.51217955770712,47.87071384723318,-32.59211189792384,41.74674527681585,10.16631288706042,26.3706663173522,51.64026503345611,6.072678155160018,-13.143724564190734,-24.23264002086457,182.31861841677323,33.20441402612029,27.090969957452327,16.0,-64.05791231282991,12.013187949834077,107.14760847541652,-600.2882257284754,-23.37740389874636,16.156146757085722,-107.68378753086954,-94.6704387790496,138.24986423963333,-89.71257160215241,-39.30713324944678,-117.09643214114988,-58.60042191339901,5.051211238202932,17.20667116930652,-8.101846402022977,-74.12972961157621,-4.061370342039122,82.26792155833935,-41.64633986356481,39.65035561877667,39.64862025953564,71.16730495677864,17.293706753087502,-59.0304955527319,62.14233712694341,36.742651258842656,39.796670107848094,-70.62978957805444,37.9634480321569,-48.25901204552989,87.43927282389673,47.49254394737427,46.584330503375895,16.595490064746595,36.36271133375078,35.355403348554034,99.82702121944668,-91.57164296113788,33.33835665590241,-14.605510767779748,22.96957029845379,-73.17873939557596,180.00504606789667,-36.610789633665824,-14.649263480336952,-58.8010125666757,-50.58264715889759,110.99447073814508,59.58344593820856,12.853249717566229,21.52929999768288,-68.19813123310654
-273.82163583605364,-6.3376381246873725,46.759876472606656,15.948528402068932,-82.1700050535214,-17.210678645025354,-1.078188822874118,7.556265538954853,88.71207675469236,28.08831941957538,17.244617668893838,-35.53322517093522,-38.65421683962373,-25.678673422386,17.062920368202374,-96.69907820398454,-39.124800837620064,22.16258518855065,-37.85969439728353,104.86434021037424,14.640689717269945,67.81129999326312,32.27554290580668,15.576703846927597,-36.28319275226493,-27.98864244912531,-32.08713766905064,26.91299213475636,2.0623265931236547,-52.371949602122015,-100.6029389017788,82.92967648095909,28.63612548156302,-68.49200132027725,-69.25975620450758,-15.2775524521518,-42.76495857625039,54.89808959012627,63.898152999738016,9.11298794708049,-54.65410339644016,87.96184900650722,-87.84332007563408,6.043711107738339,-20.123887288557757,36.1212932766031,26.0,53.04795863406227,47.0516528035168,-22.03034940616041,-348.1263349887927,27.443039359397904,-5.048795861589288,-37.23644989385208,-58.41367499132848,16.14596954623455,17.136109182433607,-33.259881980301124,56.52931206814132,-23.238098344968574,47.48138563910756,56.68079914595089,26.331000806574675,-72.09877811536865,-45.69041634794012,68.04877462233009,-21.331052125240515,-27.450246197614614,44.73177670306585,29.48359776780829,31.53558290268897,40.710686588090965,53.9925224217705,53.072718484994944,-95.92017923430052,-11.259821526936214,-25.650978400106013,5.133937451652116,-10.286973273399616,-76.40104895881947,-52.79557457049268,-18.66992632283992,-11.428280704893105,-25.996620109230907,28.07634971796938,-20.81173703662224,-44.79841675636886,-5.216253845635625,22.96957029845379,-63.77004433043048,15.698114482665408,18.82840609731385,-83.71007703049686,-53.5509221589368,44.259816264035386,-49.68323928278875,4.255960424157754,-5.355520715652595,-113.02882498783512,-38.97036070463231
