BLANK,Denied Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 0,124.8256461,6.116143973,1090.345945,2.769510739,28.20581329,7.946391079,66.28366123,-0.371951642,3.296078909
,Point 1,0,0,0,0,0,0,0,0,0
,Point 2,109.4410574,29.48179387,1073.503223,52.93312961,33.06546327,61.19419811,77.70383867,-1.260844735,2.86399493
,Point 3,106.1650462,1.975751182,1091.16277,0.270573227,11.99477642,0.334963415,28.18772459,0.926701491,2.324312483
,Point 4,72.14380389,22.51795018,1086.540847,27.85371514,36.90409826,109.6342635,86.72463091,-0.069017902,1.80556927
,Point 5,131.5744909,2.407656438,1090.232278,0.602337052,20.96316832,1.283473142,49.26344556,0.240671676,3.561322355
,Point 6,216.3323149,46.76805226,1080.459934,16.72379322,23.63539536,24.77095395,55.54317909,-0.831435529,5.853512318
,Point 7,184.7038961,66.83127914,1095.284662,15.83508989,18.39352463,20.72737421,43.22478288,0.431070564,5.041661819
,Point 8,186.185612,50.59310614,1091.480159,9.395614231,20.32898966,17.91658015,47.7731257,-6.78327622,4.979151248
,Point 9,0,0,0,0,0,0,0,0,0
,Point 10,87.29122407,35.0299478,1081.910465,3.514075465,6.571420322,2.961868152,15.44283776,0.99634132,2.303163548
,Point 11,0,0,0,0,0,0,0,0,0
,Point 12,147.9562571,55.3569783,1097.072265,52.10800957,29.66007923,83.50116539,69.70118619,-0.925596024,3.595836073
,Point 14,134.2482831,17.61854227,1086.768715,4.311441636,21.44725657,9.724725115,50.40105294,0.439131511,3.310145399
,Point 15,61.17549896,7.133432154,1091.320081,2.543726995,15.6672321,3.871693922,36.81799543,-0.44617059,1.716101987
,Point 16,0,0,0,0,0,0,0,0,0
,Point 17,573.5385749,495310802.1,1087.399527,313221.4564,2.313260289,470207.2423,5.43616168,#NAME?,14.58858394
,Point 18,0,0,0,0,0,0,0,0,0
,Point 20,88.9303508,1.506188346,1079.958489,0.797785862,17.89223388,0.947440862,42.04674962,-0.519916678,2.947624757
,Point 21,51.4317135,17.22710812,1087.791006,4.404980969,11.38894682,5.250271801,26.76402502,0.619322161,1.262499882
,Point 22,147.9188596,41.58701276,1086.031078,2.695958604,8.363807738,2.794641404,19.65494818,0.789642648,3.54668594
,Point 23,295.8682711,59504934.5,1087.981845,20437.23969,2.501286877,135750.4649,5.878024161,#NAME?,8.165130733
,Point 24,0,0,0,0,0,0,0,0,0
,Point 25,105.9756914,145.8213648,1108.815204,1368.990527,92.8031562,3036.990569,218.0874171,-0.336845328,2.833212283
,Point 27,328.0333865,223.2137648,1056.134442,86.01356068,42.16820711,58.61321408,99.09528672,-2.593004899,8.617189884
,Point 28,0,0,0,0,0,0,0,0,0
,Point 29,88.13080481,21.6940073,1179.283582,57.99011785,102.6846767,32.87036011,241.3089902,0.09179439,2.061482039
,Point 30,0,0,0,0,0,0,0,0,0
,Point 31,283.0581244,232.8448565,1055.288702,65.55877659,33.52659648,35.59396759,78.78750173,-1.365068527,6.911788199
,Point 32,0,0,0,0,0,0,0,0,0
,Point 33,135.853286,36.48814479,1079.458052,14.89233848,18.84620688,17.48680952,44.28858618,0.521289467,3.540128439
,Point 34,589.5100948,583181666.3,1087.933829,112061.6535,2.352651597,557592.7273,5.528731253,#NAME?,18.23462344
,Point 35,0,0,0,0,0,0,0,0,0
,Point 37,0,0,0,0,0,0,0,0,0
,Point 38,0,0,0,0,0,0,0,0,0
,Point 39,0,0,0,0,0,0,0,0,0
,Point 40,0,0,0,0,0,0,0,0,0
,Point 41,131.4998299,5.539969705,1095.385137,0.385609959,7.867968995,0.425404767,18.48972714,0.999600776,3.603269536
,Point 42,104.9734455,16.82953897,1088.440264,2.130548835,11.50036814,2.559861326,27.02586513,0.870600447,2.660838196
,Point 43,-121.8239745,107633807,1088.025069,67347.85487,2.455925291,569450.5239,5.771424434,#NAME?,-3.516790511
,Point 44,0,0,0,0,0,0,0,0,0
,Point 45,123.2779051,21.63017941,1083.067951,2.722040209,11.81280724,3.282116642,27.76009701,0.324702721,2.692133724
,Point 46,0,0,0,0,0,0,0,0,0
,Point 47,66.52340708,4.376838063,1088.64594,0.863463894,11.36389768,1.027430382,26.70515956,0.97589076,1.987727911
,Point 48,0,0,0,0,0,0,0,0,0
,Point 49,142.8396263,61.78901809,1104.182643,40.15252812,22.16090182,31.69184635,52.07811927,-0.40518974,3.394900387
,Point 50,262.3051787,59.89096493,1090.291626,4.880675593,16.06687112,7.919352383,37.75714712,-0.731969859,6.730478656
,Point 52,0,0,0,0,0,0,0,0,0
,Point 53,0,0,0,0,0,0,0,0,0
,Point 54,91.18729448,0.477762195,1097.956669,0.967513474,32.8495607,1.571617072,77.19646765,-0.1718162,1.933815082
,Point 56,111.4413864,37.39462668,1085.811548,10.35688057,19.96673807,20.6797703,46.92183446,0.203323761,3.184213888
,Point 57,167.0994573,4.583544908,1086.571967,0.361095857,11.31578494,0.428669746,26.59209462,-0.166314607,4.619590328
,Point 58,0,0,0,0,0,0,0,0,0
,Point 59,108.8410739,0.714487803,1089.561974,0.075533159,10.01211413,0.082863086,23.5284682,0.999832376,2.747101535
,Point 60,0,0,0,0,0,0,0,0,0
,Point 61,160.1431851,29.49157994,1077.288269,3.167294159,14.12842805,4.605588559,33.20180592,0.595791845,4.728117986
,Point 62,98.04751146,0.349739116,1093.634357,0.063057448,12.56558516,0.07704856,29.52912512,0.888642246,2.701094162
,Point 63,129.1216149,297225989.2,1087.772254,419970.7039,2.305246657,1217030.086,5.417329645,#NAME?,3.608349117
,Point 64,0,0,0,0,0,0,0,0,0
,Point 65,99.27399086,11.44050963,1102.154356,6.97191082,15.43699114,5.386847429,36.27692919,-0.457924016,2.165620815
,Point 66,396.884384,377870020,1097.082793,325746.146,2.273219121,498040.127,5.342064934,#NAME?,10.47559372
,Point 68,0,0,0,0,0,0,0,0,0
,Point 69,167.9702126,59.21560049,1065.930796,73.52401896,43.53702884,73.52237738,102.3120178,-0.553131455,4.849449824
,Point 70,270.4468102,64.52926674,1084.609843,11.84434997,24.43914624,26.37934692,57.43199366,-2.605475389,5.977305731
,Point 71,0,0,0,0,0,0,0,0,0
,Point 72,40.61782737,48.15568875,1079.450397,5.886579993,6.331981543,10.23066294,14.88015663,0.999091808,1.110551207
,Point 73,96.99961234,0.952158653,1083.920857,0.16551601,12.8084475,0.210082837,30.09985163,-0.810712238,2.794756197
,Point 74,113.2497767,45.15777589,1090.283948,3.171591297,7.034057253,3.337042726,16.53003454,0.864384497,3.073727692
,Point 75,148.6717002,37.33942767,1093.339793,2.336852456,7.213464055,1.997069887,16.95164053,0.990145969,3.603477562
,Point 76,74.67650937,24.33359365,1092.133532,3.629127922,9.492755443,3.941586749,22.30797529,0.810965269,1.993693018
,Point 78,127.075772,92.14359448,1082.901074,9.036239391,4.807572212,4.698290892,11.2977947,0.999996786,2.983499206
,Point 79,144.1132045,117.1357722,1092.986403,7.863450953,7.941623673,7.472004319,18.66281563,-0.654325861,3.838435594
,Point 80,0,0,0,0,0,0,0,0,0
,Point 81,18.74231271,inf,1083.779332,inf,-0.734949453,inf,-1.727131214,,0.383061198
,Point 82,0,0,0,0,0,0,0,0,0
,Point 83,0,0,0,0,0,0,0,0,0
,Point 84,0,0,0,0,0,0,0,0,0
,Point 85,0,0,0,0,0,0,0,0,0
