BLANK,Approved Points,Amplitude,Amplitude STD,Position,Position STD,Sigma,Sigma STD,FWHM,R^2,SNR
,Point 6,293.9129913413017,19.074420430569113,1089.1496292136324,0.8880300005046396,10.183474591144574,1.0353176559495874,23.93116528918975,0.9201956669579655,7.912980011924354
,Point 7,237.18342109760871,54.53960579302798,1091.5639841849938,6.752950747493161,12.886049805637635,6.876399835296519,30.282217043248444,0.8316519046080175,6.4676485306628475
,Point 10,277.59738554269387,96.7259324742782,1082.507568092016,6.282778821315688,14.734556110725492,9.601307420816632,34.62620686020491,0.5284958322635211,7.305755022581778
,Point 11,226.37708873610174,30.52071062278475,1088.117927513699,1.6580287797870235,9.866316979574371,1.906259553633583,23.185844901999772,0.8496615571457877,6.488054099411276
,Point 13,276.030644733474,0.0,1085.589703832528,0.0,20.0,0.0,47.0,0.7016550900329035,8.039837805839946
,Point 15,258.9250467977604,21.965787047714628,1092.8502911079454,6.021465228661752,18.95621118936153,5.985543238420427,44.5470962949996,0.7375537508108422,7.253303442919475
,Point 16,300.0,0.0,1090.0,0.0,17.0,0.0,39.95,0.3877631562205378,7.851883562353222
,Point 18,282.7318345313511,64.58108763996728,1086.4843232200317,5.549959745230871,15.58833578964669,7.804270172178898,36.63258910566972,0.791476929345603,6.570614017595154
,Point 19,202.98332346268703,23.766284064460717,1091.506467708045,6.335933171276632,17.598529351094275,6.704723878463305,41.356543975071546,0.7791549643818558,5.363443829202948
,Point 25,214.15664588087162,29.60152624424018,1079.9480080972621,1.690458504341356,10.567934819500827,1.9151328585951444,24.834646825826944,0.915872126392463,5.69579534784946
,Point 29,189.68253698097647,0.0,1086.646605688991,0.0,16.0,0.0,37.6,0.6887308862703725,4.421592584470313
,Point 30,257.5967503459921,23.054378477878444,1081.7196935970208,2.0359638564920988,17.39801859161089,3.7446234976613195,40.88534369028559,0.5171701060793474,6.880739042703684
,Point 31,279.3222594892696,34.70918341020448,1091.6838723797362,2.1648848767929745,10.061215051370393,2.4333972897622775,23.643855370720424,0.9405267504246921,6.799695243787506
,Point 33,300.0,0.0,1085.0,0.0,20.0,0.0,47.0,0.6905672890774353,7.77772272337617
,Point 34,292.59779487704674,0.0,1090.0,0.0,10.0,0.0,23.5,0.7339942328316194,9.03966064665949
,Point 37,259.5745555791541,15.110540528682384,1086.1748187807866,1.1273402955309395,13.883234033340155,1.4945352441468567,32.62559997834936,0.6946575727175375,7.414720217772304
,Point 40,249.43035536489745,0.5040817802023487,1089.4908368545343,0.027545417325618184,10.03750294695004,0.03216779411654097,23.588131925332593,0.733222530237073,7.481219826314582
,Point 41,263.75596584759705,19.817065304622197,1080.9648524132524,1.050968290454036,12.010377568938978,1.3101319937234943,28.2243872870066,0.9662767990887682,7.191251503472071
,Point 42,300.0,0.0,1088.0,0.0,13.0,0.0,30.55,0.5884834078731063,7.566886543094055
,Point 43,330.08914587770283,100.89770720847262,1095.4389555283685,18.3507290065425,15.467318861177128,14.529305260937232,36.34819932376625,0.5392672382343937,9.504343330372015
,Point 46,309.59916505654763,21.273526115975233,1085.6057547892653,0.8150338515543453,10.070060364890097,0.9118547429211254,23.664641857491727,0.9825418943717409,8.784409578704329
,Point 47,355.7768262199795,86.65062063817908,1081.109958612009,2.6814814352799043,9.630327312504932,2.8888926210482038,22.63126918438659,0.814892156718203,10.576396581557116
,Point 49,225.19287338360573,111.73091896314138,1089.2109914631453,8.943002500971547,11.6912685947131,10.295053351616323,27.474481197575784,0.5979604730478605,5.324547717986597
,Point 53,278.12969825687094,45.92434493049423,1083.2726156778033,1.6796731934013784,8.924546368789311,1.7770825054359103,20.972683966654884,0.9190777093615098,7.104426614381727
,Point 58,165.23429580443496,12.160564396374706,1080.3011173479158,1.0573807104830732,12.206557047821866,1.3351827079325655,28.685409062381385,0.9653589899701287,4.885427119926784
,Point 69,151.3899224069171,20.750626491292536,1090.3170785715695,2.6680331973649984,11.46791304616275,2.97433187145442,26.949595658482462,0.9432147425611646,4.368136234062949
,Point 80,219.78182369285028,25.415358119826212,1086.3242100254029,4.329932556551297,19.892245107702117,7.398775633909859,46.746776003099974,0.9314533369713152,5.7942726480885645
,Point 84,245.7327133126733,23.983052776777054,1091.0401917534348,5.377051246920227,18.24461541196625,5.979204251454051,42.874846218120695,0.579943400107382,5.650876550527265
,Point 85,128.08118710473528,37.11992092422544,1090.5694419669612,3.327056820422236,8.891727031392193,4.077367589653697,20.895558523771655,0.5906288289314465,3.176064860692426
,Point 86,200.0,0.0,1087.085814208322,0.0,20.0,0.0,47.0,0.34251228340989415,5.578531614483336
,Point 92,217.60836619948162,47.72214261111714,1091.2741972897222,7.024637054278782,13.701237850395001,7.214472468190218,32.19790894842826,-0.5824041271014562,5.536375598727318
,Point 93,236.44416433865993,5.2986652837407435,1085.1572703545776,0.3904351781410428,13.500517752004507,0.5238100726458933,31.726216717210594,-1.1600041818876758,5.611865304536281
,Point 94,207.55593792445046,104.0545328601009,1087.3616206375405,8.543249010754174,12.286955855862912,10.351305738234473,28.874346261277843,0.5265408259441262,6.010447474390652
,Point 99,217.16515116622884,19.003449815795356,1092.5968639776795,6.894409979492308,20.288639635029,7.227569438433127,47.67830314231815,0.5532130445336789,5.8987762389245555
