Point,Height,Mean,Sigma,FWHM,R^2,SNR
71.0,9.091708581419871,829.6126872651502,0.5097119501268245,1.1978230827980376,-inf,0.6622492522578854
72.0,67.56148734419762,814.3767553422059,2.684241900041437,6.307968465097377,0.9999467649087783,4.921247098324606
73.0,105.78898642682445,827.6822079051477,6.322104667808985,14.856945969351116,0.999129817299551,7.705776810913013
76.0,129.1701019600657,845.3134472028318,27.080348721318423,63.638819495098296,0.10423054252890773,9.40888092387239
78.0,130.18963188726778,822.4949882440435,5.957477205116748,14.00007143202436,0.9989401885386893,9.483144515352208
79.0,159.28849009257252,835.8181184707831,2.390026900692174,5.616563216626609,-inf,11.602734789880316
85.0,67.29563756058994,846.6237880607737,47.25300894245743,111.04457101477496,0.16120829046672958,4.901882331094066
86.0,220.69623427749585,240.67246931938342,286.38100565541066,672.9953632902151,-11.103102577751306,16.07573700999304
87.0,369.64128247015583,824.2923583868222,2.5005892092754607,5.876384641797332,-inf,26.925045026165634
88.0,43.14231814108476,829.6041880757593,1.4077173003173402,3.3081356557457497,-inf,3.14253010572664
89.0,411.9928344659397,833.4815222778001,2.424421694059936,5.69739098104085,-inf,30.009974925754282
91.0,123.15447424180161,833.6480972690595,2.8362467674512146,6.665179903510355,-inf,8.970696514131879
92.0,130.4652294167946,831.1361611230972,5.681220291976313,13.350867686144337,0.9983181049303356,9.503219318258479
93.0,149.07885295463774,849.3884196504581,1.201205174671127,2.8228321604771485,-inf,10.859054490421606
95.0,125.34950835379372,852.0101373662326,36.61102124024748,86.03589991458159,0.16795109885233783,9.130585019832345
97.0,146.36083995889157,845.6443307716116,40.3805819534709,94.89436759065663,0.22233801387691698,10.661071673667156
